ID,Data,Nivel_de_conhecimento,Nota,Conteudo_abordado,Didatica_do_professor,Material_de_apoio,Espaco_do_evento,Comentario_geral
1215,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Intermediária,Exercícios práticos,Muito amplo,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1216,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Objetiva,Documentação,Confortável,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1217,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Com muitos exemplos,Slides,Muito amplo,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1218,2025-03-15,Nenhum conhecimento,2,Análise de dados avançada,Objetiva,Exercícios práticos,Pouco ventilado,"O tempo foi suficiente, mas eu gostaria de mais exemplos ao vivo."
1219,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Clara,Exercícios práticos,Sem acústica,"A parte de DAX foi bem explicada, mas o material poderia ser mais completo."
1220,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Confusa,Vídeos,Confortável,"Ótima palestra, aprendi muito!"
1221,2025-03-15,Conhecimento básico,5,Análise de dados avançada,Objetiva,Slides,Sem acústica,"A parte de DAX foi bem explicada, mas o material poderia ser mais completo."
1222,2025-03-15,Conhecimento básico,4,DAX e Power Query,Objetiva,Vídeos,Com muitas cadeiras,"O espaço foi confortável, mas a iluminação poderia ser melhor."
1223,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Com muitos exemplos,Vídeos,Muito amplo,Poderiam ter dado mais exemplos sobre modelagem de dados.
1224,2025-03-15,Conhecimento básico,2,DAX e Power Query,Intermediária,Documentação,Confortável,"Espaço muito confortável, mas a acústica precisa melhorar."
1225,2025-03-15,Conhecimento avançado,2,DAX e Power Query,Confusa,Vídeos,Sem acústica,"Eu esperava mais sobre Power BI Desktop, mas o evento foi bom."
1226,2025-03-15,Conhecimento avançado,1,Criação de dashboards,Objetiva,Apostila,Com muitas cadeiras,"Achei a palestra boa, mas o local estava com pouca ventilação."
1227,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Com muitos exemplos,Exercícios práticos,Muito amplo,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1228,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Intermediária,Documentação,Com muitas cadeiras,"O evento foi interessante, mas o professor poderia ter envolvido mais os participantes."
1229,2025-03-15,Conhecimento básico,5,Análise de dados avançada,Confusa,Apostila,Confortável,"Gostei do evento, mas achei que o professor poderia interagir mais com a turma."
1230,2025-03-15,Conhecimento básico,4,Criação de dashboards,Com muitos exemplos,Vídeos,Pouco ventilado,Fiquei um pouco perdido no conteúdo sobre modelagem de dados.
1231,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Clara,Documentação,Confortável,Poderiam ter dado mais exemplos sobre modelagem de dados.
1232,2025-03-15,Nenhum conhecimento,4,Introdução ao Power BI,Clara,Exercícios práticos,Muito amplo,"O professor tem boa experiência, mas a aula poderia ser mais interativa."
1233,2025-03-15,Conhecimento básico,2,DAX e Power Query,Confusa,Vídeos,Confortável,"A interação durante a palestra foi boa, mas faltou mais práticas."
1234,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Com muitos exemplos,Apostila,Com muitas cadeiras,"O material de apoio foi claro, mas faltou mais exemplos práticos."
1235,2025-03-15,Nenhum conhecimento,1,DAX e Power Query,Com muitos exemplos,Apostila,Confortável,"A parte prática foi a melhor, espero que tenha mais exercícios no futuro."
1236,2025-03-15,Conhecimento avançado,5,Criação de dashboards,Com muitos exemplos,Vídeos,Confortável,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1237,2025-03-15,Nenhum conhecimento,2,Introdução ao Power BI,Confusa,Slides,Pouco ventilado,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
1238,2025-03-15,Nenhum conhecimento,3,Conectando fontes de dados,Intermediária,Exercícios práticos,Com muitas cadeiras,Achei que o conteúdo poderia ser mais aprofundado.
1239,2025-03-15,Conhecimento básico,3,DAX e Power Query,Confusa,Vídeos,Com muitas cadeiras,Eu adoraria ver um módulo mais avançado sobre DAX.
1240,2025-03-15,Nenhum conhecimento,1,Modelagem de dados,Objetiva,Apostila,Sem acústica,"A interação durante a palestra foi boa, mas faltou mais práticas."
1241,2025-03-15,Nenhum conhecimento,1,Análise de dados avançada,Clara,Vídeos,Muito amplo,"O material de apoio foi claro, mas faltou mais exemplos práticos."
1242,2025-03-15,Conhecimento avançado,2,Criação de dashboards,Confusa,Slides,Com muitas cadeiras,"A parte sobre Power Query foi interessante, mas poderia ser mais prática."
1243,2025-03-15,Nenhum conhecimento,4,Conectando fontes de dados,Clara,Documentação,Confortável,Poderiam ter dado mais tempo para perguntas no final.
1244,2025-03-15,Nenhum conhecimento,2,Introdução ao Power BI,Intermediária,Apostila,Confortável,"Adorei o conteúdo, mas gostaria de mais tempo para perguntas."
1245,2025-03-15,Conhecimento avançado,4,Modelagem de dados,Com muitos exemplos,Vídeos,Com muitas cadeiras,"A parte prática foi a melhor, espero que tenha mais exercícios no futuro."
1246,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Clara,Slides,Pouco ventilado,Tive dificuldade para entender algumas partes sobre Power Query.
1247,2025-03-15,Conhecimento básico,1,Análise de dados avançada,Com muitos exemplos,Documentação,Pouco ventilado,"O evento foi ótimo, mas o local poderia ter mais espaço."
1248,2025-03-15,Conhecimento avançado,3,Modelagem de dados,Intermediária,Slides,Sem acústica,"Gostei dos slides, mas os vídeos poderiam ter sido mais explicativos."
1249,2025-03-15,Nenhum conhecimento,2,Modelagem de dados,Com muitos exemplos,Apostila,Muito amplo,"O professor tem boa experiência, mas a aula poderia ser mais interativa."
1250,2025-03-15,Nenhum conhecimento,5,Introdução ao Power BI,Com muitos exemplos,Apostila,Muito amplo,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
1251,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Intermediária,Exercícios práticos,Sem acústica,Acho que poderia ter tido mais interação durante as explicações.
1252,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Com muitos exemplos,Documentação,Confortável,Poderiam ter dado mais tempo para perguntas no final.
1253,2025-03-15,Conhecimento básico,5,Conectando fontes de dados,Clara,Documentação,Confortável,"Gostei bastante da palestra, mas a acústica poderia ser melhor."
1254,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Intermediária,Apostila,Confortável,"O evento foi muito bom, aprendi bastante, mas o espaço estava muito quente."
1255,2025-03-15,Nenhum conhecimento,5,Modelagem de dados,Com muitos exemplos,Documentação,Pouco ventilado,Fiquei com dúvidas sobre como aplicar alguns conceitos na prática.
1256,2025-03-15,Nenhum conhecimento,2,DAX e Power Query,Objetiva,Apostila,Com muitas cadeiras,"Muito bom, só faltaram mais exemplos sobre integração com outras ferramentas."
1257,2025-03-15,Conhecimento básico,3,DAX e Power Query,Com muitos exemplos,Documentação,Confortável,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
1258,2025-03-15,Conhecimento básico,3,Análise de dados avançada,Clara,Vídeos,Muito amplo,"O evento foi bem interessante, mas o espaço poderia ser mais confortável."
1259,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Confusa,Vídeos,Sem acústica,Tive dificuldade para entender algumas partes sobre Power Query.
1260,2025-03-15,Conhecimento avançado,2,Modelagem de dados,Confusa,Slides,Com muitas cadeiras,Gostei muito de como o professor explicou os conceitos complexos de forma simples.
1261,2025-03-15,Conhecimento avançado,2,Análise de dados avançada,Intermediária,Apostila,Sem acústica,Faltou mais tempo para perguntas e interação com o público.
1262,2025-03-15,Conhecimento avançado,1,Introdução ao Power BI,Clara,Vídeos,Sem acústica,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1263,2025-03-15,Nenhum conhecimento,3,Modelagem de dados,Intermediária,Slides,Pouco ventilado,"O evento foi muito bom, aprendi bastante, mas o espaço estava muito quente."
1264,2025-03-15,Conhecimento básico,4,Criação de dashboards,Confusa,Slides,Confortável,"Ótima palestra, aprendi muito!"
1265,2025-03-15,Conhecimento básico,3,Criação de dashboards,Com muitos exemplos,Documentação,Confortável,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1266,2025-03-15,Conhecimento básico,1,Conectando fontes de dados,Clara,Vídeos,Muito amplo,"A parte de DAX foi muito interessante, mas achei que poderia ser mais prática."
1267,2025-03-15,Conhecimento avançado,1,Modelagem de dados,Objetiva,Apostila,Pouco ventilado,Eu gostaria que o professor tivesse feito mais demonstrações ao vivo.
1268,2025-03-15,Conhecimento avançado,5,Modelagem de dados,Com muitos exemplos,Documentação,Muito amplo,"Muito bom, aprendi conceitos novos que eu não sabia."
1269,2025-03-15,Conhecimento básico,3,Modelagem de dados,Com muitos exemplos,Documentação,Com muitas cadeiras,"A parte de DAX foi muito interessante, mas achei que poderia ser mais prática."
1270,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Confusa,Documentação,Pouco ventilado,Acho que poderia ter tido mais interação durante as explicações.
1271,2025-03-15,Conhecimento avançado,3,Criação de dashboards,Clara,Apostila,Confortável,Poderiam ter dado mais exemplos práticos de como usar o Power BI no dia a dia.
1272,2025-03-15,Conhecimento básico,2,Introdução ao Power BI,Confusa,Slides,Com muitas cadeiras,Poderiam ter dado mais tempo para perguntas no final.
1273,2025-03-15,Conhecimento avançado,3,Introdução ao Power BI,Clara,Slides,Pouco ventilado,Tive dificuldade para entender algumas partes sobre Power Query.
1274,2025-03-15,Conhecimento básico,5,Modelagem de dados,Intermediária,Slides,Muito amplo,"O evento foi muito bom, aprendi bastante, mas o espaço estava muito quente."
1275,2025-03-15,Nenhum conhecimento,1,Análise de dados avançada,Com muitos exemplos,Exercícios práticos,Sem acústica,"O espaço era confortável, mas o local estava muito quente."
1276,2025-03-15,Conhecimento básico,3,Análise de dados avançada,Confusa,Exercícios práticos,Sem acústica,Achei que o conteúdo poderia ser mais aprofundado.
1277,2025-03-15,Conhecimento avançado,5,DAX e Power Query,Objetiva,Exercícios práticos,Muito amplo,Achei que o evento foi muito bem organizado.
1278,2025-03-15,Nenhum conhecimento,5,Modelagem de dados,Clara,Slides,Sem acústica,Fiquei um pouco perdido na parte de modelagem de dados.
1279,2025-03-15,Nenhum conhecimento,5,Análise de dados avançada,Intermediária,Vídeos,Confortável,Acho que poderia ter tido mais interação durante as explicações.
1280,2025-03-15,Conhecimento básico,4,Conectando fontes de dados,Intermediária,Apostila,Com muitas cadeiras,"O evento foi bom, mas o local não ajudou muito na acústica."
1281,2025-03-15,Conhecimento avançado,5,Introdução ao Power BI,Clara,Slides,Muito amplo,"A palestra superou minhas expectativas, principalmente sobre DAX."
1282,2025-03-15,Conhecimento avançado,1,Criação de dashboards,Objetiva,Vídeos,Sem acústica,"Professor excelente, mas o conteúdo foi muito básico."
1283,2025-03-15,Conhecimento avançado,1,DAX e Power Query,Com muitos exemplos,Exercícios práticos,Muito amplo,Eu adoraria ver um módulo mais avançado sobre DAX.
1284,2025-03-15,Conhecimento básico,3,Conectando fontes de dados,Com muitos exemplos,Slides,Confortável,Eu gostaria de mais explicações sobre Power Query.
1285,2025-03-15,Nenhum conhecimento,5,DAX e Power Query,Confusa,Slides,Pouco ventilado,"O espaço poderia ser mais ventilado, estava quente."
1286,2025-03-15,Nenhum conhecimento,3,Modelagem de dados,Intermediária,Documentação,Confortável,"O professor foi muito didático, mas o local do evento não ajudou."
1287,2025-03-15,Conhecimento básico,3,Introdução ao Power BI,Clara,Vídeos,Sem acústica,"Gostei bastante dos exemplos, mas o conteúdo poderia ser mais detalhado."
1288,2025-03-15,Conhecimento básico,3,DAX e Power Query,Objetiva,Slides,Confortável,"O material de apoio foi claro, mas faltou mais exemplos práticos."
1289,2025-03-15,Conhecimento básico,5,Introdução ao Power BI,Com muitos exemplos,Vídeos,Pouco ventilado,Fiquei com dúvidas sobre como aplicar alguns conceitos na prática.
1290,2025-03-15,Conhecimento avançado,2,Conectando fontes de dados,Objetiva,Exercícios práticos,Muito amplo,Achei que a parte de modelagem de dados poderia ser mais prática.
1291,2025-03-15,Nenhum conhecimento,4,Conectando fontes de dados,Clara,Vídeos,Com muitas cadeiras,"A acústica do local estava ruim, não conseguia ouvir bem em alguns momentos."
1292,2025-03-15,Conhecimento avançado,4,Conectando fontes de dados,Objetiva,Documentação,Com muitas cadeiras,O evento poderia ser mais longo para abordar mais tópicos.
1293,2025-03-15,Conhecimento básico,4,Análise de dados avançada,Objetiva,Slides,Pouco ventilado,"O professor foi ótimo, mas o material de apoio não estava tão claro."
1294,2025-03-15,Nenhum conhecimento,2,Criação de dashboards,Intermediária,Documentação,Confortável,Gostei muito dos exemplos práticos apresentados.
1295,2025-03-15,Nenhum conhecimento,3,Modelagem de dados,Confusa,Apostila,Muito amplo,"Eu esperava mais sobre Power BI Desktop, mas o evento foi bom."
1296,2025-03-15,Conhecimento básico,3,Conectando fontes de dados,Com muitos exemplos,Vídeos,Com muitas cadeiras,"O material de apoio foi muito útil, mas achei os vídeos muito rápidos."
1297,2025-03-15,Conhecimento avançado,2,Análise de dados avançada,Objetiva,Vídeos,Pouco ventilado,"O evento foi bom, mas a parte de Power Query foi um pouco confusa."
1298,2025-03-15,Conhecimento avançado,1,Introdução ao Power BI,Confusa,Vídeos,Muito amplo,"O tempo foi suficiente, mas eu gostaria de mais exemplos ao vivo."
1299,2025-03-15,Conhecimento básico,3,DAX e Power Query,Intermediária,Slides,Muito amplo,"A didática foi ótima, consegui entender tudo que foi falado."
1300,2025-03-15,Nenhum conhecimento,1,Criação de dashboards,Confusa,Slides,Com muitas cadeiras,"Muito bom, aprendi conceitos novos que eu não sabia."
1301,2025-03-15,Conhecimento básico,4,Criação de dashboards,Confusa,Vídeos,Pouco ventilado,"Material de apoio muito bom, gostei dos vídeos."
1302,2025-03-15,Nenhum conhecimento,3,DAX e Power Query,Com muitos exemplos,Slides,Pouco ventilado,"O evento foi ótimo, mas o local poderia ter mais espaço."
1303,2025-03-15,Conhecimento avançado,1,Análise de dados avançada,Com muitos exemplos,Documentação,Pouco ventilado,Poderiam ter dado mais tempo para perguntas no final.
1304,2025-03-15,Conhecimento básico,3,DAX e Power Query,Confusa,Apostila,Confortável,"O evento foi bom, mas o local não tinha boa acústica."
1305,2025-03-15,Nenhum conhecimento,5,Criação de dashboards,Clara,Exercícios práticos,Muito amplo,Poderiam ter explicado mais sobre a integração com outras ferramentas.
1306,2025-03-15,Conhecimento avançado,4,Criação de dashboards,Objetiva,Slides,Confortável,"O evento foi bem planejado, mas o tempo para perguntas foi limitado."
1307,2025-03-15,Conhecimento básico,5,DAX e Power Query,Objetiva,Apostila,Com muitas cadeiras,"O professor foi ótimo, mas o espaço não ajudou muito."
1308,2025-03-15,Nenhum conhecimento,4,DAX e Power Query,Clara,Slides,Sem acústica,"A explicação sobre visualizações foi muito boa, mas eu gostaria de mais exemplos práticos."
